user,deleted,date,text,url
JohnDaytrader,TRUE,2022-05-12,https://twitter.com/nestorkim/status/1524476530314948608?s=21&t=INu85b74hfDVYjfXutX0RA,https://web.archive.org/web/20220512103810/https://twitter.com/JohnDaytrader/status/1524700268566351872
JohnDaytrader,TRUE,2022-05-12,https://twitter.com/nestorkim/status/1524476530314948608?s=21&t=zGxW11q5LTnOyFKD4JbeHQ,https://web.archive.org/web/20220512011009/https://twitter.com/JohnDaytrader/status/1524557273963585536
JohnDaytrader,TRUE,2022-05-12,https://twitter.com/nestorkim/status/1524476530314948608?s=21&t=zGxW11q5LTnOyFKD4JbeHQ,https://web.archive.org/web/20220512005854/https://twitter.com/JohnDaytrader/status/1524554465914888194
JohnDaytrader,TRUE,2022-05-11,@MarketRebels @jonnajarian https://t.co/JVRBQQRDQv,https://web.archive.org/web/20220511221814/https://twitter.com/JohnDaytrader/status/1524514244552794112
JohnDaytrader,TRUE,2022-05-11,https://twitter.com/nestorkim/status/1524476530314948608?s=21&t=zGxW11q5LTnOyFKD4JbeHQ,https://web.archive.org/web/20220511221819/https://twitter.com/JohnDaytrader/status/1524514155990073345
JohnDaytrader,TRUE,2022-05-11,https://twitter.com/nestorkim/status/1524476530314948608?s=21&t=zGxW11q5LTnOyFKD4JbeHQ,https://web.archive.org/web/20220511221404/https://twitter.com/JohnDaytrader/status/1524513090091597824
JohnDaytrader,TRUE,2022-05-11,https://twitter.com/nestorkim/status/1524476530314948608?s=21&t=zGxW11q5LTnOyFKD4JbeHQ,https://web.archive.org/web/20220511221300/https://twitter.com/JohnDaytrader/status/1524512681817948160
JohnDaytrader,TRUE,2022-05-11,https://twitter.com/nestorkim/status/1524476530314948608?s=21&t=zGxW11q5LTnOyFKD4JbeHQ,https://web.archive.org/web/20220511221150/https://twitter.com/JohnDaytrader/status/1524512479170203653
JohnDaytrader,TRUE,2022-05-11,https://twitter.com/nestorkim/status/1524476530314948608?s=21&t=zGxW11q5LTnOyFKD4JbeHQ,https://web.archive.org/web/20220511211232/https://twitter.com/JohnDaytrader/status/1524497488765497344
JohnDaytrader,TRUE,2022-05-11,https://twitter.com/nestorkim/status/1524476530314948608?s=21&t=zGxW11q5LTnOyFKD4JbeHQ,https://web.archive.org/web/20220511205756/https://twitter.com/JohnDaytrader/status/1524493821530279939
JohnDaytrader,TRUE,2022-05-11,https://twitter.com/nestorkim/status/1524476530314948608?s=21&t=r8TtM2jhKUVbLBqXBnMP4A,https://web.archive.org/web/20220511201654/https://twitter.com/JohnDaytrader/status/1524483516381155340
JohnDaytrader,TRUE,2022-05-11,https://twitter.com/nestorkim/status/1524476530314948608?s=21&t=r8TtM2jhKUVbLBqXBnMP4A,https://web.archive.org/web/20220511200414/https://twitter.com/JohnDaytrader/status/1524480398138486784
JohnDaytrader,TRUE,2022-05-11,$LUNA  https://twitter.com/nestorkim/status/1524476530314948608?s=21&t=r8TtM2jhKUVbLBqXBnMP4A,https://web.archive.org/web/20220511200406/https://twitter.com/JohnDaytrader/status/1524480207540965377
JohnDaytrader,TRUE,2022-05-11,$LUNA   $UST  https://twitter.com/nestorkim/status/1524478599096582144?s=21&t=r8TtM2jhKUVbLBqXBnMP4A,https://web.archive.org/web/20220511200302/https://twitter.com/JohnDaytrader/status/1524479949041766406
JohnDaytrader,TRUE,2022-05-11,https://twitter.com/nestorkim/status/1524476530314948608?s=21&t=r8TtM2jhKUVbLBqXBnMP4A,https://web.archive.org/web/20220511200119/https://twitter.com/JohnDaytrader/status/1524479691951943680
JohnDaytrader,TRUE,2022-05-11,https://twitter.com/nestorkim/status/1524478599096582144?s=21&t=r8TtM2jhKUVbLBqXBnMP4A,https://web.archive.org/web/20220511200037/https://twitter.com/JohnDaytrader/status/1524479545197355015
JohnDaytrader,TRUE,2022-05-11,https://twitter.com/nestorkim/status/1524051318914138112?s=21&t=KH237zBvKqVBHU02PojxDg,https://web.archive.org/web/20220511124311/https://twitter.com/JohnDaytrader/status/1524369423938772994
JohnDaytrader,TRUE,2022-05-11,https://twitter.com/nestorkim/status/1523725246762987520?s=21&t=KH237zBvKqVBHU02PojxDg,https://web.archive.org/web/20220511123248/https://twitter.com/JohnDaytrader/status/1524366717668970496
JohnDaytrader,TRUE,2022-05-11,https://twitter.com/nestorkim/status/1523725246762987520?s=21&t=KH237zBvKqVBHU02PojxDg,https://web.archive.org/web/20220511113955/https://twitter.com/JohnDaytrader/status/1524353390012211201
JohnDaytrader,TRUE,2022-05-11,https://twitter.com/nestorkim/status/1523725246762987520?s=21&t=KH237zBvKqVBHU02PojxDg,https://web.archive.org/web/20220511113932/https://twitter.com/JohnDaytrader/status/1524353235900940289
JohnDaytrader,TRUE,2022-05-11,https://twitter.com/nestorkim/status/1524051318914138112?s=21&t=KH237zBvKqVBHU02PojxDg,https://web.archive.org/web/20220511113749/https://twitter.com/JohnDaytrader/status/1524353010532552706
JohnDaytrader,TRUE,2022-05-11,https://twitter.com/nestorkim/status/1524051318914138112?s=21&t=KH237zBvKqVBHU02PojxDg,https://web.archive.org/web/20220511112516/https://twitter.com/JohnDaytrader/status/1524349677428420609
JohnDaytrader,TRUE,2022-05-10,#inflation  trending https://twitter.com/nestorkim/status/1523725246762987520?s=21&t=HA-N9WX4BjaAIxO6zpG3Hg,https://web.archive.org/web/20220510235026/https://twitter.com/JohnDaytrader/status/1524174971358126082
JohnDaytrader,TRUE,2022-05-10,Don’t matter… China going to fuck the US economy… https://twitter.com/nestorkim/status/1524051318914138112?s=21&t=g2IlgYTHHbzAtYoiuMZEqw,https://web.archive.org/web/20220510164121/https://twitter.com/JohnDaytrader/status/1524064445265235969
JohnDaytrader,TRUE,2022-05-10,https://twitter.com/nestorkim/status/1524051318914138112?s=21&t=g2IlgYTHHbzAtYoiuMZEqw,https://web.archive.org/web/20220510164625/https://twitter.com/JohnDaytrader/status/1524059780066779137
JohnDaytrader,TRUE,2022-05-10,#BidenInflation  https://twitter.com/nestorkim/status/1523725246762987520?s=21&t=SvNq8Id26kIOBmpH9-6SVQ,https://web.archive.org/web/20220510033849/https://twitter.com/JohnDaytrader/status/1523870037953720320
JohnDaytrader,TRUE,2022-05-09,https://twitter.com/nestorkim/status/1523725246762987520?s=21&t=PVO4mm95a-lhFZdJQdntPA,https://web.archive.org/web/20220509181235/https://twitter.com/JohnDaytrader/status/1523727520725577728
JohnDaytrader,TRUE,2022-04-29,Jon is correct that Buffett didn’t want to buy  $AAPL   @ScottWapnerCNBC   @HalftimeReport  https://twitter.com/nestorkim/status/1520074811082514432?s=21&t=90LhMY8KboK1bQrNtGqHzQ,https://web.archive.org/web/20220429162650/https://twitter.com/JohnDaytrader/status/1520076960856215552
JohnDaytrader,TRUE,2022-04-26,$TWTR  https://twitter.com/nestorkim/status/1518664925056483328?s=21&t=NqZKWixXDv6CSBXXcXMAcg,https://web.archive.org/web/20220426021459/https://twitter.com/JohnDaytrader/status/1518775557533618177
JohnDaytrader,TRUE,2022-04-26,$TWTR  https://twitter.com/nestorkim/status/1518664925056483328?s=21&t=NqZKWixXDv6CSBXXcXMAcg,https://web.archive.org/web/20220426021755/https://twitter.com/JohnDaytrader/status/1518775449454788610
